ID	NAME	EQUATION	GENE ASSOCIATION	subsystem_unique_@2021_12
r_2370	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-16:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-16:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2371	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-16:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-18:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2372	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-18:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-16:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2373	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-18:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-18:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2374	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-18:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-16:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2375	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane"	"palmitoyl-CoA[erm] + diglyceride (1-18:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-18:1, 3-16:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2376	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-16:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-16:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2377	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-16:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-18:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2378	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-16:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-16:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2379	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-16:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-18:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2380	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-18:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-16:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2381	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-18:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-18:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2382	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-18:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-16:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2383	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane"	"palmitoleoyl-CoA(4-)[erm] + diglyceride (1-18:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-18:1, 3-16:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2384	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-16:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-16:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2385	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-16:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-18:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2386	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-16:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-16:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2387	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-16:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-18:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2388	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-18:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-16:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2389	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-18:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-18:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2390	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-18:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-16:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2391	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane"	"stearoyl-CoA[erm] + diglyceride (1-18:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-18:1, 3-18:0)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2392	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-16:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-16:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2393	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-16:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:0, 2-18:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2394	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-16:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-16:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2395	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-16:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-16:1, 2-18:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2396	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-18:0, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-16:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2397	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-18:0, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:0, 2-18:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2398	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-18:1, 2-16:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-16:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2399	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane"	"oleoyl-CoA[erm] + diglyceride (1-18:1, 2-18:1)[erm] => coenzyme A[erm] + triglyceride (1-18:1, 2-18:1, 3-18:1)[erm]"	YCR048W or YNR019W or YOR245C	glycerolipid metabolism ( sce00561 )
r_2400	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-16:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-16:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2401	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-16:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-18:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2402	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-16:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-16:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2403	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-16:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-18:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2404	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-18:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-16:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2405	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-18:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-18:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2406	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-18:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-16:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2407	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle"	"palmitoyl-CoA[lp] + diglyceride (1-18:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-18:1, 3-16:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2408	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-16:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-16:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2409	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-16:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-18:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2410	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-16:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-16:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2411	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-16:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-18:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2412	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-18:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-16:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2413	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-18:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-18:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2414	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-18:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-16:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2415	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle"	"palmitoleoyl-CoA(4-)[lp] + diglyceride (1-18:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-18:1, 3-16:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2416	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-16:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-16:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2417	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-16:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-18:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2418	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-16:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-16:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2419	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-16:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-18:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2420	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-18:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-16:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2421	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-18:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-18:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2422	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-18:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-16:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2423	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle"	"stearoyl-CoA[lp] + diglyceride (1-18:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-18:1, 3-18:0)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2424	"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-16:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-16:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2425	"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-16:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:0, 2-18:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2426	"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-16:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-16:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2427	"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-16:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-16:1, 2-18:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2428	"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-18:0, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-16:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2429	"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-18:0, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:0, 2-18:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2430	"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-18:1, 2-16:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-16:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2431	"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle"	"oleoyl-CoA[lp] + diglyceride (1-18:1, 2-18:1)[lp] => coenzyme A[lp] + triglyceride (1-18:1, 2-18:1, 3-18:1)[lp]"	YOR245C	glycerolipid metabolism ( sce00561 )
r_2432	"CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane"	"H+[erm] + phosphatidate (1-16:0, 2-16:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-16:0, 2-16:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2433	"CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane"	"H+[erm] + phosphatidate (1-16:1, 2-16:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-16:1, 2-16:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2434	"CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane"	"H+[erm] + phosphatidate (1-18:0, 2-16:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-18:0, 2-16:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2435	"CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane"	"H+[erm] + phosphatidate (1-18:1, 2-16:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-18:1, 2-16:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2436	"CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane"	"H+[erm] + phosphatidate (1-16:0, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-16:0, 2-18:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2437	"CDP-diacylglycerol synthase (1-16:1, 2-18:1), ER membrane"	"H+[erm] + phosphatidate (1-16:1, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-16:1, 2-18:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2438	"CDP-diacylglycerol synthase (1-18:0, 2-18:1), ER membrane"	"H+[erm] + phosphatidate (1-18:0, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-18:0, 2-18:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2439	"CDP-diacylglycerol synthase (1-18:1, 2-18:1), ER membrane"	"H+[erm] + phosphatidate (1-18:1, 2-18:1)[erm] + CTP[erm] <=> diphosphate[erm] + CDP-diacylglycerol (1-18:1, 2-18:1)[erm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2440	"CDP-diacylglycerol synthase (1-16:0, 2-16:1), mitochondrial membrane"	"phosphatidate (1-16:0, 2-16:1)[mm] + CTP[mm] + H+[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-16:0, 2-16:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2441	"CDP-diacylglycerol synthase (1-16:1, 2-16:1), mitochondrial membrane"	"CTP[mm] + H+[mm] + phosphatidate (1-16:1, 2-16:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-16:1, 2-16:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2442	"CDP-diacylglycerol synthase (1-18:0, 2-16:1), mitochondrial membrane"	"CTP[mm] + H+[mm] + phosphatidate (1-18:0, 2-16:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-18:0, 2-16:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2443	"CDP-diacylglycerol synthase (1-18:1, 2-16:1), mitochondrial membrane"	"CTP[mm] + H+[mm] + phosphatidate (1-18:1, 2-16:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-18:1, 2-16:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2444	"CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane"	"CTP[mm] + H+[mm] + phosphatidate (1-16:0, 2-18:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-16:0, 2-18:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2445	"CDP-diacylglycerol synthase (1-16:1, 2-18:1), mitochondrial membrane"	"CTP[mm] + H+[mm] + phosphatidate (1-16:1, 2-18:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-16:1, 2-18:1)[mm]"	YBR029C	glycerophospholipid metabolism ( sce00564 )
r_2446	"PS synthase (1-16:0, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-16:0, 2-16:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-16:0, 2-16:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2447	"PS synthase (1-16:1, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-16:1, 2-16:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-16:1, 2-16:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2448	"PS synthase (1-18:0, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-18:0, 2-16:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-18:0, 2-16:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2449	"PS synthase (1-18:1, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-18:1, 2-16:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-18:1, 2-16:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2450	"PS synthase (1-16:0, 2-18:1), ER membrane"	"CDP-diacylglycerol (1-16:0, 2-18:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-16:0, 2-18:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2451	"PS synthase (1-16:1, 2-18:1), ER membrane"	"CDP-diacylglycerol (1-16:1, 2-18:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-16:1, 2-18:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2452	"PS synthase (1-18:0, 2-18:1), ER membrane"	"CDP-diacylglycerol (1-18:0, 2-18:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-18:0, 2-18:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2453	"PS synthase (1-18:1, 2-18:1), ER membrane"	"CDP-diacylglycerol (1-18:1, 2-18:1)[erm] + L-serine[erm] => 2 H+[erm] + CMP[erm] + phosphatidyl-L-serine (1-18:1, 2-18:1)[erm]"	YER026C	glycerophospholipid metabolism ( sce00564 )
r_2454	"PI synthase (1-16:0, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-16:0, 2-16:1)[erm] + myo-inositol[erm] => 2 H+[erm] + CMP[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]"	YPR113W	inositol phosphate metabolism ( sce00562 )
r_2455	"PI synthase (1-16:1, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-16:1, 2-16:1)[erm] + myo-inositol[erm] => 2 H+[erm] + CMP[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]"	YPR113W	inositol phosphate metabolism ( sce00562 )
r_2456	"PI synthase (1-18:0, 2-16:1), ER membrane"	"CDP-diacylglycerol (1-18:0, 2-16:1)[erm] + myo-inositol[erm] => 2 H+[erm] + CMP[erm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]"	YPR113W	inositol phosphate metabolism ( sce00562 )
